1101;
21;Cheapside;4;57;Odom;17/06/2015;7;Turner;23/10/2015;10;Burt;08/11/2016;5;Stone;17/06/2016;8;Nicholson;19/06/2016;10;Vasquez;11/05/2015;10;Charles;22/10/2016;3;Buchanan;24/09/2016;9;Logan;01/01/2017;1;Rhodes;25/09/2016;3;Hahn;04/10/2015;2;Rowe;23/01/2016;1;Mccall;07/10/2015;3;Byers;26/04/2016;8;Frank;28/11/2015;10;Kinney;12/10/2015;5;
22;Chapel Market;4;86;Bartlett;21/09/2016;2;Delaney;28/02/2017;3;Harrison;26/06/2015;8;Bowen;28/06/2016;1;Snyder;02/04/2017;3;Spears;15/12/2015;9;Hood;27/07/2015;8;Baldwin;07/01/2017;1;Guy;30/10/2016;2;Alexander;20/04/2015;4;Benton;10/07/2016;10;Aguilar;01/05/2015;9;Pollard;19/12/2015;1;Barrett;31/05/2016;9;Hopkins;30/07/2015;5;Benton;29/10/2015;10;
23;Novotel;3;56;Rivers;21/01/2017;8;Simpson;15/05/2015;4;Randall;06/12/2016;8;Foley;15/05/2015;1;Marsh;30/01/2016;4;Schmidt;20/01/2017;7;Conrad;05/04/2017;10;Albert;01/11/2016;9;Blankenship;03/03/2017;5;Chavez;31/10/2015;5;Pierce;16/08/2015;6;Kelley;21/09/2016;6;Grimes;17/08/2015;6;Ballard;27/06/2016;8;Ortiz;04/09/2016;3;Scott;22/06/2015;9;
24;Ibis Hotel;3;40;Ford;17/02/2016;6;Montoya;28/10/2016;7;Bullock;03/02/2017;1;Shelton;11/10/2015;3;Schwartz;16/10/2016;4;Gray;26/10/2015;7;Chapman;01/05/2016;2;Maldonado;16/06/2016;4;Bowman;22/09/2016;7;Mccullough;15/11/2016;1;William;25/06/2015;6;Vinson;04/04/2017;8;Lewis;14/02/2016;1;Ewing;20/07/2015;8;Harding;30/03/2017;10;Santos;09/09/2016;4;
25;Holiday Inn;5;78;Joyce;19/05/2016;10;Ramos;20/12/2016;3;Gregory;02/10/2016;4;Fuller;22/01/2016;4;Velazquez;08/09/2015;4;Martinez;01/10/2016;3;Hopkins;22/04/2016;1;English;16/06/2015;8;Joyce;13/10/2015;7;Fuller;01/08/2016;10;Rodgers;06/08/2015;4;Hooper;05/10/2016;3;Buck;31/07/2015;3;Craig;18/02/2017;6;Bradley;21/09/2015;7;Holmes;21/11/2016;5;
26;Aurora Hotel;5;49;Rhodes;05/04/2016;10;Jensen;25/04/2015;10;Bush;16/08/2015;3;Richards;16/06/2015;9;Lowery;12/08/2015;10;Mccarthy;20/07/2016;3;Page;18/05/2015;1;Dudley;04/07/2015;6;Carpenter;25/05/2016;4;Michael;16/09/2016;8;Wyatt;14/05/2016;6;Rice;09/04/2015;2;Mann;22/04/2016;5;Rowland;05/08/2015;3;Bonner;31/01/2017;10;Cooley;19/06/2016;2;
27;The Lansdowne Club;1;52;Pittman;05/11/2015;5;Yates;05/02/2016;7;Garrison;25/03/2017;5;Huff;19/07/2016;9;Battle;28/03/2017;5;Burris;12/01/2017;8;Raymond;14/04/2015;8;Stuart;03/07/2016;9;Shepherd;27/10/2016;4;Burt;01/12/2015;9;Riggs;11/10/2016;8;Mcpherson;06/08/2015;9;Cline;07/06/2015;7;Ochoa;01/11/2016;6;Hood;30/04/2015;4;Mcclain;21/01/2016;7;
28;The Petersham Hotel & Restaurant;5;19;Joseph;08/04/2015;7;English;04/09/2015;8;Forbes;07/07/2015;2;Beasley;09/07/2015;5;Gillespie;06/02/2016;8;Nolan;20/08/2015;7;Singleton;22/04/2015;7;Fernandez;28/06/2015;5;Trujillo;04/11/2016;9;Cruz;19/02/2017;2;Roberts;11/06/2015;6;Ferrell;21/06/2015;1;Chen;07/10/2015;10;Sexton;16/05/2015;7;Mccarthy;29/05/2016;5;Wyatt;16/01/2017;1;
29;BSL Depot (Gatwick express);1;97;Yang;06/04/2016;6;Gamble;23/09/2016;8;Talley;04/03/2017;5;Parrish;02/02/2017;3;Wolf;23/12/2015;5;Burt;17/04/2015;10;Cox;19/07/2015;3;Bryan;11/01/2016;1;Reid;15/09/2016;7;Wolf;27/11/2016;9;Doyle;31/05/2015;5;Hale;20/03/2016;8;Oliver;01/04/2017;4;Daugherty;05/03/2016;10;Berg;23/08/2016;8;Melton;19/11/2015;3;
30;De Vere Venues;3;12;Golden;09/05/2016;9;Merrill;05/08/2016;3;Sellers;16/02/2017;6;Hammond;13/04/2015;1;Sheppard;04/02/2017;6;Whitley;23/02/2017;6;Velazquez;15/12/2016;4;Payne;02/12/2015;4;English;26/12/2016;9;Strong;13/07/2016;9;Albert;10/12/2015;2;Mullen;01/08/2016;3;Carr;19/11/2016;10;Garrett;08/06/2015;4;Davidson;18/04/2015;10;Conley;12/05/2016;9;
31;Travelodge;4;71;Wright;02/01/2016;9;Mcconnell;22/06/2015;8;Mcclain;20/07/2015;9;Fox;14/09/2015;5;Ramsey;28/02/2016;4;Chandler;06/01/2016;2;Shaw;08/02/2017;9;Booth;18/04/2016;4;Alexander;05/02/2017;6;Bates;04/08/2016;7;Potter;06/03/2016;7;Brennan;16/10/2016;2;Rice;03/03/2017;8;Woodard;26/09/2015;10;Michael;24/05/2015;2;West;02/10/2015;9;
32;Abbey Road Crossing;1;43;Harvey;24/02/2017;9;Rhodes;21/02/2017;4;Wise;06/01/2016;7;Moses;19/03/2017;6;Acosta;09/11/2016;1;Mills;22/02/2016;10;West;30/10/2015;6;Hayden;09/10/2015;5;Durham;11/09/2016;3;Gamble;15/05/2016;7;Graham;04/02/2017;4;Hebert;12/02/2016;2;Barnett;13/04/2015;3;Lewis;17/07/2016;6;Munoz;02/03/2016;1;Norton;26/05/2015;4;
33;Novotel;5;13;Black;15/02/2016;10;King;01/06/2016;7;Woodward;11/06/2015;9;Sexton;18/09/2016;7;Dennis;17/08/2016;5;Marquez;21/10/2016;8;Buckner;11/03/2017;7;Wise;16/01/2017;5;Acosta;03/07/2016;3;Hickman;17/07/2016;7;Day;28/03/2017;8;Ochoa;03/06/2015;6;Mcconnell;04/06/2015;10;Conner;30/08/2016;9;Odonnell;16/08/2016;8;Mccarty;27/01/2017;1;
34;bethehurricane HQ;1;66;Mcintosh;23/08/2016;7;Dixon;22/06/2015;6;Mccall;14/09/2016;2;Craft;27/08/2015;10;Daniel;17/02/2017;9;Keller;25/04/2015;8;Lawrence;22/02/2017;9;Joyce;21/10/2016;4;Sparks;01/05/2016;10;Schneider;26/02/2017;7;Hodge;01/03/2016;4;Ruiz;08/11/2015;8;Harper;03/05/2015;6;Wolfe;24/06/2015;1;Nieves;10/11/2015;4;Castro;23/11/2016;1;
35;West One Shopping Centre;5;68;Patterson;16/12/2016;6;Valenzuela;17/04/2016;9;Beach;10/12/2016;3;Hatfield;03/12/2015;1;Wolfe;06/10/2016;1;Mcmillan;10/11/2015;3;Lynn;10/12/2016;10;Nichols;23/12/2016;3;Joseph;30/11/2015;10;Pugh;24/02/2016;10;Guthrie;28/10/2016;6;Wagner;24/04/2016;3;Mcneil;31/08/2016;4;Gaines;07/12/2016;8;Salas;29/11/2015;7;Burns;09/07/2016;6;
36;Centrale Shopping Centre;5;80;Mccall;09/01/2017;8;Tate;26/01/2017;7;Norris;15/11/2015;10;Guy;28/12/2016;1;Middleton;10/02/2016;5;Preston;20/12/2015;8;Wallace;13/07/2016;2;Silva;23/07/2016;10;Sloan;18/11/2015;1;Gutierrez;01/10/2015;1;Bolton;10/05/2015;1;Key;02/04/2017;1;Marsh;29/01/2016;5;Oneil;19/11/2015;7;Berger;02/04/2017;1;Rose;25/04/2016;1;
37;Danubius Hotel;5;96;Cobb;15/06/2015;1;Potts;22/05/2015;6;Hyde;30/10/2015;1;Allen;04/04/2017;8;Murphy;09/09/2016;9;Raymond;06/04/2017;10;Lloyd;10/02/2017;3;Gutierrez;03/01/2016;4;Warren;20/02/2016;6;Hood;23/05/2015;10;Mcgowan;20/06/2015;5;Conway;03/11/2015;8;Baird;18/08/2016;10;Tanner;22/10/2015;5;Velasquez;05/02/2017;9;Robinson;22/11/2015;10;
38;Travelodge;3;74;Cherry;25/08/2015;9;Frank;27/06/2015;5;Cantrell;31/05/2016;4;Snow;08/05/2016;6;Cochran;02/07/2015;6;Hammond;30/05/2016;9;Cortez;29/10/2015;3;Adkins;10/01/2017;6;Gay;29/06/2016;4;Curry;30/07/2016;8;Carrillo;18/06/2015;5;Hess;18/02/2017;4;Bonner;12/03/2017;7;Blackburn;01/04/2016;9;Huber;20/05/2015;8;Huffman;30/03/2017;9;
39;The Perserverance;4;45;Salinas;03/06/2016;9;Vaughan;17/11/2015;4;Palmer;10/12/2015;4;Joyner;14/03/2017;5;Mcconnell;22/09/2015;10;Shelton;15/02/2016;4;Bruce;05/11/2015;3;Madden;23/07/2016;6;Knowles;26/01/2016;1;Arnold;16/06/2015;10;Clay;14/04/2016;5;Osborn;14/09/2016;4;Baker;09/07/2016;4;Osborne;13/02/2016;2;Joyner;06/05/2016;9;Cruz;30/10/2016;5;
41;Travelodge;5;38;Collier;31/05/2016;2;Lara;28/08/2015;2;Daugherty;12/05/2016;9;Sampson;19/01/2017;5;Fuller;13/03/2017;6;Ware;01/06/2015;3;Thomas;03/04/2017;2;Long;23/02/2017;7;Daugherty;06/07/2016;1;Obrien;26/10/2016;8;Cantrell;20/12/2016;10;Stephenson;07/12/2016;8;King;09/02/2017;9;Mccormick;05/06/2015;10;Mann;21/10/2016;2;Herring;01/09/2016;2;
42;Faith Wok Chinese Food;2;70;English;18/07/2016;3;Clements;20/05/2015;5;Thompson;24/05/2015;5;Buck;25/01/2016;9;Mercer;18/03/2017;9;Mckay;25/09/2016;4;Young;07/05/2016;6;Kent;11/08/2015;1;Crosby;07/04/2016;6;Crane;18/10/2016;4;Mcfarland;18/10/2016;7;Graves;09/03/2016;4;Ford;15/04/2015;4;Andrews;01/11/2016;4;Solis;18/08/2016;6;Buckner;21/02/2016;5;
43;The Exchange Building;5;97;Vincent;02/03/2016;4;Edwards;30/04/2015;9;Mcneil;17/11/2016;7;Gates;03/06/2016;1;Cleveland;20/07/2016;6;Barnes;19/02/2017;6;Mullins;03/01/2016;4;Hickman;08/10/2016;5;Lowery;03/12/2016;6;Wiley;02/01/2016;10;Barlow;17/01/2017;2;Dotson;14/08/2015;10;Blevins;02/11/2016;9;Crosby;17/06/2016;7;Rose;13/08/2015;8;Garrett;03/08/2015;6;
44;George Hudson Tower;5;63;Gallagher;15/08/2016;5;Cote;10/02/2016;1;Perez;15/02/2017;2;Ramirez;19/11/2015;10;Mullins;13/04/2015;7;Hodges;17/09/2015;2;Acevedo;30/09/2015;7;Shaw;13/06/2015;10;Schroeder;20/11/2015;8;Howell;08/10/2016;10;Kelly;08/09/2016;1;Wilkinson;25/08/2015;9;Robles;09/04/2015;4;Robertson;28/06/2016;9;Browning;23/08/2016;7;Ferrell;28/11/2016;1;
46;Holiday Inn;1;60;Dodson;21/06/2015;6;James;18/04/2016;9;Randall;28/10/2016;3;Herrera;10/08/2015;10;Sutton;12/08/2016;7;Merrill;02/08/2015;7;Christensen;23/10/2016;1;Gilmore;13/11/2016;1;Stein;13/07/2015;10;Reeves;19/09/2015;5;Hobbs;06/05/2016;1;Briggs;26/03/2016;10;Barrett;11/09/2015;4;Lester;11/09/2015;3;Avery;16/04/2016;3;House;06/06/2015;7;
47;Innkeeper's Lodge;3;30;Finley;30/09/2016;1;Christian;14/01/2016;10;Olsen;16/12/2016;5;Burch;11/10/2016;10;Moreno;09/03/2017;4;Waller;28/11/2015;7;Reed;02/12/2015;3;Zamora;29/09/2016;2;Brock;18/04/2016;6;Castillo;15/11/2016;5;Cox;07/01/2016;8;Winters;14/04/2015;6;Ingram;20/07/2016;4;Cunningham;22/05/2015;7;Hull;10/03/2016;10;Stein;14/02/2016;7;
48;Fox Hotel;2;69;Peters;16/07/2016;3;Wong;21/04/2015;4;Ortega;31/10/2015;6;Morton;24/08/2016;7;Hood;16/06/2016;6;Barrett;28/11/2015;8;Arnold;13/06/2015;4;Lott;22/10/2016;4;George;04/11/2016;6;Saunders;28/02/2016;2;Salinas;06/06/2016;2;Barton;07/06/2016;2;Ewing;17/02/2017;10;Wall;16/12/2015;10;Byers;27/05/2015;6;Hebert;08/09/2016;2;
50;Yotel;1;17;Bryant;08/02/2016;1;Mcdonald;17/11/2016;6;Hayes;30/03/2016;7;Odonnell;01/04/2017;10;Ward;07/04/2015;8;Velazquez;13/02/2016;1;Walls;25/03/2016;1;Vang;12/09/2016;7;Lewis;06/06/2016;6;Ratliff;01/12/2015;3;Cline;15/05/2015;8;Berry;09/08/2015;6;Ballard;13/01/2016;7;Pennington;06/01/2016;1;Jones;28/11/2016;3;Delgado;21/04/2016;6;
51;Travelodge;1;69;Riggs;29/08/2015;6;Petty;23/08/2016;6;Marquez;08/02/2017;5;Smith;18/01/2016;3;Beasley;22/06/2016;10;Osborn;13/11/2016;1;Griffith;09/11/2015;7;Spencer;13/09/2015;4;Sheppard;27/11/2016;6;England;11/08/2015;7;Rosa;16/06/2015;1;Perkins;16/09/2016;4;Mcconnell;19/08/2016;3;Lancaster;15/04/2016;1;Lindsey;12/06/2016;3;Ware;09/05/2015;8;
52;Novotel;2;61;Strickland;30/01/2016;8;Villarreal;21/01/2017;7;Burnett;05/03/2017;2;Hicks;03/01/2016;2;Tucker;17/05/2016;10;Kane;27/08/2016;9;Davidson;13/09/2015;9;Shields;12/01/2016;7;Nichols;22/01/2016;3;Cline;24/08/2016;1;Schwartz;28/04/2015;6;Armstrong;29/10/2015;1;Hayes;08/09/2016;8;Campbell;21/08/2016;4;Kerr;12/03/2016;5;Serrano;07/12/2016;3;
54;Premier Inn;3;10;Sargent;09/05/2016;5;Carney;22/06/2016;8;Keller;11/12/2016;9;Bray;12/09/2016;7;Sloan;20/07/2016;1;Hoffman;10/02/2017;8;Burton;25/07/2016;1;Mayo;18/05/2016;6;Hicks;26/05/2016;9;Savage;20/02/2016;4;Fulton;04/01/2016;7;Bradford;09/03/2016;2;Montoya;26/06/2016;4;Ortiz;26/08/2015;10;Allison;21/11/2016;8;Bernard;30/06/2016;2;
55;Park Inn Hotel and Conference Center;2;46;French;19/06/2016;7;Holcomb;24/09/2015;7;Guerra;18/04/2015;8;Hoffman;19/06/2015;3;Tanner;30/08/2015;5;Carrillo;08/04/2015;8;Coffey;17/04/2016;2;Morrison;22/02/2016;2;Cunningham;08/10/2015;5;Guzman;30/01/2017;4;Osborn;23/04/2015;3;Wallace;20/03/2016;2;Bradshaw;08/08/2015;7;Hayes;07/08/2016;5;Shannon;17/12/2015;10;Wiggins;19/08/2016;4;
56;Double Tree Hotel;1;40;Levy;13/04/2016;1;Fernandez;04/06/2015;8;Gates;03/09/2016;8;Mann;02/11/2016;7;Ward;20/02/2017;8;Decker;04/11/2015;8;Morin;31/03/2017;7;Day;13/05/2016;5;Clemons;14/06/2015;3;Christian;24/08/2015;2;Weeks;02/10/2016;5;Holden;27/09/2015;7;Flores;01/11/2016;8;Maxwell;03/07/2015;9;Mcguire;24/04/2015;1;Porter;19/07/2016;10;
57;Custom House Hotel;3;29;Morales;20/02/2016;2;Daniels;01/05/2016;3;Vang;16/04/2015;3;Shepard;10/01/2017;5;Simmons;29/08/2016;10;Avila;30/09/2015;2;Whitney;07/03/2016;10;Michael;07/05/2015;7;Greene;31/05/2016;8;Harrison;17/12/2015;1;Dale;24/05/2016;2;Cannon;22/11/2015;4;Walters;18/01/2017;5;Cunningham;03/08/2016;4;Watkins;05/09/2016;2;Parks;01/09/2016;5;
59;Courthouse DoubleTree by Hilton Hotel London - Regent Street;4;17;Porter;21/05/2016;4;Everett;01/12/2016;2;Sears;27/10/2015;9;Horton;07/11/2015;10;Rhodes;28/11/2015;8;Robbins;09/05/2016;1;Mullen;23/02/2017;1;Mcmahon;20/11/2015;9;York;03/08/2015;3;Delaney;09/12/2015;4;Gates;31/10/2015;2;Adams;04/08/2016;8;Cobb;13/06/2015;9;Odonnell;21/06/2015;3;Jarvis;12/03/2016;9;Alston;27/05/2016;3;
60;Norwood Top Lock;5;24;William;08/07/2015;7;Mejia;28/08/2015;3;Mcbride;28/02/2017;7;Cooke;02/11/2015;5;Henry;07/10/2016;6;Scott;25/06/2016;7;Avery;25/08/2016;1;Sykes;18/05/2015;3;Jennings;24/08/2015;6;Carpenter;04/08/2016;3;Albert;12/10/2015;10;Crosby;19/08/2015;8;Gaines;13/12/2015;1;White;14/09/2016;3;Ross;28/11/2016;3;Hernandez;26/04/2016;1;
61;The Victory;2;14;Huffman;15/11/2016;7;Pena;08/10/2016;2;Wilkinson;05/09/2016;6;Shaw;14/07/2016;6;Leblanc;21/01/2017;4;Schwartz;17/04/2015;10;Mckinney;28/02/2016;10;Wiggins;26/11/2016;2;Rojas;09/09/2016;9;Daugherty;19/05/2015;8;Hammond;20/04/2015;4;Quinn;09/06/2015;2;Long;07/11/2016;7;Walls;16/08/2016;3;Mccray;10/01/2016;5;Mclaughlin;09/10/2015;9;
62;Days Inn;1;11;Castro;03/09/2016;4;Wooten;27/04/2016;8;Sellers;18/08/2015;8;Wade;03/01/2016;1;Lynn;14/08/2015;9;Faulkner;08/05/2015;2;Taylor;11/06/2016;4;Trevino;11/02/2016;10;Craft;06/07/2015;3;Simon;17/06/2015;6;Blake;07/04/2015;7;Fletcher;03/04/2017;10;Heath;07/05/2015;3;Parsons;19/02/2016;1;Ball;21/07/2016;10;Booker;01/04/2017;5;
63;Acton's Lock, Regent's Canal;5;17;Reid;17/06/2016;6;Martin;18/12/2015;2;Sargent;20/03/2017;9;Key;18/08/2016;7;Pacheco;22/10/2016;2;Hudson;23/08/2016;7;Reynolds;15/04/2015;9;Shepard;09/02/2016;2;Talley;17/05/2016;8;Farley;09/05/2015;6;Cox;29/07/2016;2;Burris;25/03/2016;9;Simmons;26/10/2016;4;Pacheco;02/02/2016;5;Pierce;19/09/2016;9;Short;22/12/2015;4;
64;Marriott;4;17;Sweet;04/03/2016;4;Hardin;28/08/2015;1;Brown;14/04/2016;10;Moss;16/11/2015;4;Acosta;24/01/2016;10;Morris;06/07/2015;10;Soto;22/09/2016;10;Keith;10/02/2016;1;Mcclure;08/02/2016;6;Lowe;16/12/2015;6;Blake;21/03/2017;2;Wiggins;25/03/2017;8;Rocha;25/07/2016;10;Nielsen;29/06/2015;10;Woods;15/05/2015;3;Baker;06/09/2015;6;
65;No.8 Willesden;3;11;Guerra;02/07/2016;2;Bernard;19/08/2015;5;Vega;19/12/2016;10;Oliver;10/04/2016;8;Hoover;18/11/2015;8;Mcgee;10/01/2016;4;King;07/01/2016;8;Winters;22/12/2016;8;Mcbride;04/04/2017;8;Farrell;19/02/2016;3;Holt;09/07/2015;10;Hood;26/01/2016;9;Baxter;23/10/2015;1;Bates;20/06/2015;2;Logan;13/12/2015;7;Mcfadden;19/12/2016;10;
66;So Apartments;2;60;Simmons;20/09/2016;9;Mays;11/06/2015;7;Skinner;09/09/2016;8;Gray;15/08/2015;10;Holcomb;30/06/2015;6;Vinson;16/05/2015;1;Moran;06/12/2015;6;Pitts;22/09/2016;4;England;12/11/2016;4;Moreno;02/07/2015;9;Sims;27/09/2015;3;Mitchell;14/06/2016;6;Hutchinson;09/12/2016;2;Mclean;29/06/2015;8;Logan;21/10/2016;7;Brennan;18/12/2016;5;
67;Norfolk House Hotel;5;11;Webster;01/12/2015;9;Huber;14/02/2016;3;Sharpe;28/01/2016;4;Mullins;01/03/2016;9;Suarez;01/03/2016;8;Santiago;27/12/2015;2;Deleon;17/06/2016;10;Clayton;16/09/2016;10;Martinez;01/09/2015;2;Fuller;26/02/2017;9;Hayes;06/02/2017;8;Gallegos;03/02/2016;3;Perkins;12/06/2015;6;Delgado;09/03/2017;1;Tanner;09/11/2015;2;Cohen;30/08/2016;6;
68;Shoreditch House Roof Pool;4;17;Hardin;26/07/2016;10;Church;11/09/2016;1;Mcpherson;06/11/2015;1;Parrish;03/12/2016;9;Stout;24/03/2016;4;Slater;08/11/2015;1;Garrett;17/07/2015;5;Nelson;27/03/2016;7;Woods;25/02/2017;8;Holder;05/08/2015;1;Gardner;31/07/2015;3;Adams;10/01/2016;6;Leon;19/04/2016;8;Garrison;12/09/2015;6;Barrett;03/03/2017;8;Richards;15/07/2016;2;
